id,lat,lon,data_hora_gmt,satelite,municipio,estado,pais,municipio_id,estado_id,pais_id,numero_dias_sem_chuva,precipitacao,risco_fogo,bioma,frp
5bd24d59-fa04-3358-a736-f2aa363c768d,-22.67628,-42.86036,2023-01-22 3:42:00,NPP-375D,ITABORAÍ,RIO DE JANEIRO,Brasil,3301900,33,33,0,0,-999,Mata Atlântica,0.4
05fa5617-1cce-3a1f-ba68-a910d2296e32,-22.67372,-42.85552,2023-01-22 4:29:00,NOAA-20,ITABORAÍ,RIO DE JANEIRO,Brasil,3301900,33,33,0,0,-999,Mata Atlântica,0.8
ae7d07ae-0a0c-35a6-81d3-a41b5011389a,-22.62465,-43.22072,2023-01-22 16:09:00,NPP-375,DUQUE DE CAXIAS,RIO DE JANEIRO,Brasil,3301702,33,33,-999,0,-999,Mata Atlântica,4.2
764aac9e-ac69-3df0-8675-2a161b51a3ab,-22.62513,-43.22495,2023-01-22 16:09:00,NPP-375,DUQUE DE CAXIAS,RIO DE JANEIRO,Brasil,3301702,33,33,-999,0,-999,Mata Atlântica,2.8
203d2386-c3b9-3e1e-93c4-1e5009593c48,-22.936863,-43.746487,2023-01-22 23:41:03,NOAA-19,RIO DE JANEIRO,RIO DE JANEIRO,Brasil,3304557,33,33,0,0,0.03,Mata Atlântica,
d018fcf8-17c5-3ba3-a245-b10d1aa77ab9,-22.85713,-42.98256,2023-01-23 4:12:00,NOAA-20,SÃO GONÇALO,RIO DE JANEIRO,Brasil,3304904,33,33,-999,19.68,0,Mata Atlântica,0.8
72cba9a2-a46f-35d5-b08f-f03efe406372,-22.90269,-43.75387,2023-01-25 4:25:00,NPP-375D,RIO DE JANEIRO,RIO DE JANEIRO,Brasil,3304557,33,33,0,0.1,-999,Mata Atlântica,2.6
170ed5af-dbcb-3271-8f68-11f65fb92a5c,-22.62401,-43.22326,2023-01-25 16:54:00,NPP-375,DUQUE DE CAXIAS,RIO DE JANEIRO,Brasil,3301702,33,33,-999,0.1,-999,Mata Atlântica,3.7
20f7554e-1311-3d22-8ad9-0df20f63c35d,-22.844681,-43.777767,2023-01-25 23:05:04,NOAA-19,ITAGUAÍ,RIO DE JANEIRO,Brasil,3302007,33,33,0,0.08,0.01,Mata Atlântica,
47c0a739-347e-35c4-a00e-5dfcbef235a1,-22.89718,-43.75584,2023-01-26 3:17:00,NOAA-20,RIO DE JANEIRO,RIO DE JANEIRO,Brasil,3304557,33,33,2,0,0.01,Mata Atlântica,1.8
406f4389-b6f8-3579-a673-959defb7d25d,-22.85481,-42.98188,2023-01-26 4:06:00,NPP-375D,SÃO GONÇALO,RIO DE JANEIRO,Brasil,3304904,33,33,-999,0,0.12,Mata Atlântica,0.7
e6bb6e9d-16c0-3c1c-911d-03cd86d10637,-22.78731,-43.75593,2023-01-26 4:55:00,NOAA-20,SEROPÉDICA,RIO DE JANEIRO,Brasil,3305554,33,33,2,0,-999,Mata Atlântica,1.6
5aa44c29-47ea-3967-b91c-310f985a1dc5,-22.62196,-43.22102,2023-01-27 16:15:00,NPP-375,DUQUE DE CAXIAS,RIO DE JANEIRO,Brasil,3301702,33,33,-999,1.98,-999,Mata Atlântica,6.1
47b13bdd-37cf-3de9-87d3-17b09edc23ab,-22.78197,-43.76182,2023-01-28 3:29:00,NPP-375D,SEROPÉDICA,RIO DE JANEIRO,Brasil,3305554,33,33,3,30.63,-999,Mata Atlântica,1.6
f14ec86b-2a90-31e8-b55e-5fa08b041cf4,-22.82304,-42.35316,2023-01-28 16:45:00,NOAA-20,ARARUAMA,RIO DE JANEIRO,Brasil,3300209,33,33,2,3.35,0.24,Mata Atlântica,3.6
ab283d24-d82f-3424-ab31-bf5cb46eccad,-22.87371,-43.64146,2023-01-30 16:07:00,NOAA-20,RIO DE JANEIRO,RIO DE JANEIRO,Brasil,3304557,33,33,3,42.61,-999,Mata Atlântica,3.9
b02f6433-9335-3daf-8962-88ad1ec94e31,-22.86764,-43.57307,2023-01-30 17:00:00,NPP-375,RIO DE JANEIRO,RIO DE JANEIRO,Brasil,3304557,33,33,3,48.25,-999,Mata Atlântica,3.6
